quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
Quarter5,finishing ,Saturday,3,,3.94,,960.0,0,0.0,0,0,8.0,0.971866667
Quarter2,finishing ,Thursday,1,0.8,3.94,,1440.0,0,0.0,0,0,8.0,0.947689394
Quarter2,sweing,Wednesday,4,0.75,26.82,1054.0,,45,0.0,0,0,59.0,0.750050847
Quarter1,sweing,,4,0.7,26.82,1195.0,,60,0.0,0,0,58.0,0.800746552
Quarter5,finishing ,Thursday,3,0.8,3.94,,960.0,0,0.0,0,0,8.0,0.4925
Quarter1,sweing,Saturday,12,,26.16,844.0,,63,0.0,0,0,59.0,0.800318644
,finishing,Wednesday,8,,4.6,,,0,0.0,0,0,8.0,0.658541667
Quarter3,finishing,Sunday,12,0.8,4.08,,1080.0,0,0.0,0,0,9.0,0.876444444
Quarter5,finishing ,,1,0.75,3.94,,1200.0,0,0.0,0,0,10.0,0.853666667
Quarter4,sweing,Wednesday,3,0.75,29.4,1283.0,6960.0,45,0.0,0,2,58.0,0.750206897
Quarter3,sweing,Thursday,7,,25.9,1281.0,10170.0,60,0.0,0,0,56.5,0.850136766
,finishing ,Sunday,9,0.8,3.94,,1440.0,0,0.0,0,0,8.0,0.858143939
Quarter1,finishing ,,6,,2.9,,1800.0,0,0.0,0,0,10.0,0.666515152
Quarter1,finishing,,9,0.75,3.94,,960.0,0,0.0,0,0,8.0,0.755166667
,finishing,Sunday,1,0.8,3.94,,1200.0,0,0.0,0,0,10.0,0.893066667
,sweing,,12,0.8,15.26,894.0,4080.0,50,0.0,0,0,34.0,0.800401961
Quarter1,sweing,,6,0.75,20.2,,,45,0.0,0,0,33.0,0.750212553
Quarter1,finishing ,,4,0.8,3.94,,,0,0.0,0,0,18.0,0.827186544
Quarter2,finishing,,8,0.65,3.9,,0.0,960,0.0,0,0,8.0,0.2640625
Quarter5,sweing,Saturday,4,,22.52,1432.0,6660.0,88,0.0,0,0,57.5,0.900537069
Quarter5,finishing ,Saturday,6,0.6,3.94,,1200.0,0,0.0,0,0,10.0,0.971866667
Quarter1,finishing ,Saturday,8,0.8,2.9,,960.0,0,0.0,0,0,8.0,0.628333333
Quarter1,sweing,Sunday,1,,26.16,1033.0,7080.0,63,0.0,0,0,59.0,0.800318644
Quarter2,finishing,Tuesday,9,,3.94,,960.0,0,0.0,0,0,8.0,0.6895
Quarter2,sweing,Tuesday,6,,11.61,1004.0,5670.0,50,0.0,0,0,31.5,0.800246753
Quarter4,sweing,,8,0.7,29.4,1094.0,,40,0.0,0,2,57.0,0.700614035
Quarter1,finishing,,10,0.7,2.9,,3360.0,0,0.0,0,0,8.0,0.463194444
,finishing,,11,0.8,2.9,,,0,0.0,0,0,8.0,0.657083333
Quarter2,sweing,Tuesday,7,,30.1,,6960.0,23,0.0,0,1,58.0,0.500801724
Quarter1,finishing,,12,0.8,4.6,,3780.0,0,0.0,0,0,9.0,0.607654321
Quarter2,sweing,Tuesday,3,0.8,42.27,465.0,,54,0.0,0,0,55.0,0.705576584
Quarter4,finishing,Sunday,9,,3.94,,2400.0,0,0.0,0,0,10.0,0.753525
,sweing,,1,,22.53,762.0,5040.0,0,0.0,0,1,42.0,0.581130952
,sweing,Wednesday,9,0.8,26.16,1232.0,,75,0.0,0,0,59.0,0.850502311
,sweing,Saturday,11,,11.61,954.0,0.0,50,0.0,0,2,58.0,0.800779018
,finishing,,9,0.75,2.9,,960.0,0,0.0,0,0,8.0,0.83375
Quarter4,sweing,Wednesday,6,0.75,18.79,,3960.0,45,0.0,0,1,33.0,0.75065101
,sweing,,6,0.6,23.41,1266.0,2520.0,23,0.0,0,1,38.0,0.601037091
Quarter4,sweing,,10,0.75,22.52,1413.0,,69,0.0,0,0,56.0,0.800020563
Quarter2,sweing,Tuesday,5,0.75,30.1,855.0,7020.0,45,0.0,0,0,58.0,0.750356125
,sweing,,10,0.7,21.25,,6000.0,0,0.0,0,1,50.0,0.417916667
Quarter2,finishing,Tuesday,8,0.65,3.9,,960.0,0,0.0,0,0,8.0,0.560625
Quarter3,sweing,Thursday,10,0.7,19.68,1410.0,5760.0,0,0.0,0,1,48.0,0.249416667
,sweing,Monday,4,,30.1,891.0,7140.0,38,0.0,0,1,59.0,0.800137255
Quarter2,sweing,,5,0.7,30.1,754.0,7020.0,0,0.0,0,0,58.5,0.700618234
Quarter3,sweing,Tuesday,3,,30.1,1422.0,,50,0.0,0,1,58.0,0.700603448
Quarter1,sweing,Saturday,6,,23.41,,2280.0,0,0.0,0,1,39.0,0.500528095
,finishing,Wednesday,8,0.8,4.6,,960.0,0,0.0,0,0,8.0,0.930416667
Quarter2,finishing,Wednesday,1,0.8,3.94,,1440.0,0,0.0,0,0,12.0,0.618361111
Quarter1,sweing,Monday,9,0.75,29.12,8992.0,6960.0,55,0.0,0,0,58.0,0.799963218
Quarter1,sweing,Saturday,7,,24.26,658.0,6960.0,0,270.0,45,0,58.0,0.662270115
Quarter4,finishing ,,8,,2.9,,4800.0,0,0.0,0,0,8.0,0.397743056
Quarter1,sweing,Thursday,11,0.8,11.41,455.0,3420.0,50,0.0,0,0,56.0,0.800701754
,sweing,Tuesday,4,0.5,22.4,,10170.0,23,0.0,0,0,56.5,0.500380799
Quarter4,sweing,,6,,18.79,,,45,0.0,0,0,33.0,0.75065101
Quarter2,sweing,,2,0.7,16.1,,5400.0,40,0.0,0,1,45.0,0.700051852
Quarter1,sweing,Wednesday,6,,18.79,,,30,0.0,0,0,33.0,0.700710417
Quarter1,sweing,Saturday,11,,11.41,,3420.0,50,0.0,0,0,58.0,0.800034503
Quarter1,sweing,Wednesday,5,0.7,27.48,,6960.0,40,0.0,0,0,58.0,0.700424138
,sweing,,9,,26.16,1216.0,10620.0,88,0.0,0,0,59.0,0.900215716
,sweing,Saturday,3,0.5,30.1,1261.0,6960.0,30,0.0,0,1,58.0,0.500801724
Quarter3,finishing,Monday,4,0.75,4.15,,1800.0,0,0.0,0,0,15.0,0.722333333
Quarter1,finishing,Tuesday,8,0.75,4.6,,3360.0,0,0.0,0,0,8.0,0.702777778
Quarter4,sweing,Thursday,11,0.8,11.61,,,50,0.0,0,2,57.0,0.800516667
,sweing,Wednesday,10,,22.52,598.0,,75,0.0,0,0,56.0,0.850364583
Quarter4,sweing,Wednesday,9,,29.12,,6960.0,63,0.0,0,0,58.0,0.750593103
Quarter4,sweing,Sunday,7,,30.1,627.0,6960.0,0,3.5,20,1,58.0,0.393548851
Quarter4,sweing,,5,,20.79,,6960.0,30,0.0,0,0,58.0,0.500035345
Quarter4,sweing,Tuesday,1,,22.94,1871.0,6960.0,55,0.0,0,0,58.0,0.800263218
,finishing,Saturday,7,0.8,4.6,,6000.0,0,0.0,0,0,25.0,0.825444444
Quarter4,finishing ,Wednesday,12,,4.08,,1080.0,0,0.0,0,0,9.0,0.755555556
Quarter1,sweing,Saturday,7,,25.9,1138.0,6720.0,38,0.0,0,0,56.0,0.800125
Quarter1,sweing,Wednesday,4,0.8,28.08,990.0,10350.0,50,0.0,0,0,57.5,0.800594466
Quarter3,finishing ,,2,0.8,3.94,,1800.0,0,0.0,0,0,10.0,0.980909091
,sweing,Sunday,7,0.7,30.1,881.0,7080.0,0,0.0,0,1,59.0,0.700632768
Quarter1,sweing,Sunday,11,0.7,20.1,1192.0,6120.0,75,0.0,0,0,54.0,0.700508929
,sweing,Sunday,9,0.75,18.79,895.0,,34,0.0,0,0,52.0,0.750395513
Quarter1,sweing,Sunday,1,0.6,26.66,1578.0,6840.0,38,0.0,0,0,57.0,0.700019883
Quarter4,sweing,Wednesday,9,,18.79,,,56,0.0,0,1,52.0,0.970816667
Quarter1,finishing ,,11,0.75,4.15,,,0,0.0,0,0,8.0,0.345833333
Quarter3,sweing,Wednesday,9,0.8,54.56,757.0,4140.0,29,0.0,0,0,58.0,0.520237649
Quarter1,sweing,,8,,25.9,1083.0,10170.0,38,0.0,0,0,56.5,0.800128721
Quarter2,finishing,Monday,10,0.7,2.9,,,960,0.0,0,0,8.0,0.477291667
,finishing ,Saturday,1,0.7,3.94,,1440.0,0,0.0,0,0,8.0,0.578314394
Quarter4,sweing,Saturday,9,,29.12,925.0,6660.0,23,0.0,0,0,58.0,0.600125217
Quarter3,sweing,,8,0.7,29.4,1116.0,6240.0,0,0.0,0,2,57.0,0.7
,finishing,Thursday,5,0.7,4.15,,,0,0.0,0,0,2.0,0.58
Quarter1,sweing,Tuesday,1,0.8,26.16,1187.0,10620.0,75,0.0,0,0,59.0,0.850502311
Quarter3,finishing,,12,0.8,4.08,,1080.0,0,0.0,0,0,9.0,0.891555556
Quarter3,sweing,Thursday,4,0.65,22.52,872.0,10080.0,26,0.0,0,0,56.0,0.650130952
Quarter1,sweing,Saturday,2,,19.87,,6600.0,45,0.0,0,0,55.0,0.75024303
Quarter1,finishing ,Saturday,7,0.8,3.94,,,0,0.0,0,0,8.0,0.6253125
,sweing,Monday,9,,18.79,935.0,6240.0,45,0.0,0,0,52.0,0.750395513
Quarter5,finishing ,,1,0.75,3.94,,,0,0.0,0,0,15.0,0.971866667
Quarter1,sweing,Saturday,10,0.8,22.52,,6720.0,88,0.0,0,0,56.0,0.900129762
Quarter4,sweing,Thursday,6,,11.61,955.0,6360.0,63,0.0,0,0,32.0,0.800191989
Quarter2,sweing,,10,,21.82,,6000.0,30,0.0,0,0,50.0,0.700422
Quarter1,sweing,,2,0.8,28.08,,,50,0.0,0,0,55.5,0.800237838
Quarter4,finishing ,,2,0.75,3.94,,1440.0,0,0.0,0,0,8.0,0.578314394
Quarter2,sweing,Wednesday,7,0.8,25.9,1150.0,,70,0.0,0,0,56.5,0.900144811
Quarter1,finishing ,,7,,2.9,,,0,0.0,0,0,8.0,0.804640152
Quarter4,finishing ,,1,,3.94,,1200.0,0,0.0,0,0,10.0,0.9456
,sweing,Tuesday,2,0.5,30.33,838.0,6720.0,0,0.0,0,1,56.0,0.361071429
,sweing,,1,,22.52,265.0,3840.0,63,0.0,0,0,57.0,0.800470513
Quarter1,sweing,Wednesday,10,0.7,21.82,1334.0,5760.0,30,0.0,0,0,53.0,0.700058333
,finishing ,Sunday,7,0.8,2.9,,1440.0,0,0.0,0,0,8.0,0.590435606
Quarter3,sweing,,6,0.8,11.41,1028.0,,50,0.0,0,0,31.0,0.800358775
Quarter4,sweing,,5,,30.1,,7140.0,50,0.0,0,0,60.0,0.800137255
,sweing,Monday,11,0.75,11.41,,,0,0.0,0,2,58.0,0.750293939
,finishing ,,10,,3.94,,,0,0.0,0,0,8.0,0.235795455
Quarter4,finishing,Monday,9,,2.9,,960.0,0,0.0,0,0,8.0,0.3715625
Quarter1,sweing,,10,0.8,22.52,21540.0,6720.0,88,0.0,0,0,56.0,0.900129762
Quarter4,finishing ,Monday,2,0.75,3.94,,1800.0,0,0.0,0,0,10.0,0.910378788
,finishing,Wednesday,2,0.5,3.9,,960.0,0,0.0,0,0,8.0,0.5403125
Quarter4,finishing ,Wednesday,7,,3.94,,,0,0.0,0,0,8.0,0.406354167
,sweing,Wednesday,4,,30.1,287.0,,23,150.0,15,0,55.5,0.350706422
Quarter2,sweing,,12,,15.26,,,63,0.0,0,0,34.0,0.800401961
Quarter4,finishing,,9,0.7,2.9,,1800.0,0,0.0,0,0,15.0,0.726933333
Quarter4,sweing,Wednesday,5,,30.1,,1200.0,49,0.0,0,1,59.0,0.598792339
,sweing,Monday,5,,30.1,,7020.0,40,0.0,0,0,58.0,0.700618234
,sweing,Wednesday,4,0.8,30.1,323.0,4080.0,50,0.0,0,1,59.0,0.800808642
,finishing ,Tuesday,7,0.8,2.9,,,0,0.0,0,0,8.0,0.61625
Quarter2,finishing,,4,,3.94,,0.0,960,0.0,0,0,8.0,0.7953875
Quarter4,sweing,Saturday,10,,22.52,1332.0,10080.0,69,0.0,0,0,56.0,0.80062987
,finishing ,Saturday,2,0.8,4.15,,,0,0.0,0,0,8.0,0.782447917
,sweing,Monday,7,,30.1,784.0,600.0,30,0.0,0,1,59.0,0.700459889
Quarter2,finishing,Sunday,9,0.8,3.94,,960.0,0,0.0,0,0,8.0,0.607416667
,sweing,Tuesday,12,,15.26,,,38,0.0,0,0,34.0,0.800401961
,sweing,Sunday,9,0.65,29.12,,10440.0,26,0.0,0,0,58.0,0.650407524
Quarter3,sweing,Wednesday,8,0.8,25.9,,,38,0.0,0,0,56.5,0.800436542
Quarter5,finishing ,,10,0.8,3.94,,1200.0,0,0.0,0,0,10.0,0.85695
,finishing,Tuesday,1,0.75,3.94,,960.0,0,0.0,0,0,8.0,0.880754167
,finishing ,Sunday,2,0.8,3.94,,,0,0.0,0,0,8.0,0.792104167
Quarter3,finishing,Tuesday,12,0.8,5.13,,1080.0,0,0.0,0,0,9.0,0.9025
,sweing,,7,0.8,25.9,970.0,10170.0,60,0.0,0,0,56.5,0.850136766
Quarter2,finishing ,,8,,2.9,,1440.0,0,0.0,0,0,8.0,0.653598485
,sweing,Monday,12,0.8,15.26,,4080.0,63,0.0,0,0,34.0,0.800401961
Quarter1,sweing,Tuesday,3,,19.87,,9900.0,50,0.0,0,0,55.0,0.800273829
,finishing ,Tuesday,9,0.8,3.94,,,0,0.0,0,0,10.0,0.72830303
Quarter2,sweing,Saturday,12,0.8,11.61,893.0,4710.0,50,0.0,0,0,31.5,0.800346445
,finishing ,,9,0.8,3.94,,1440.0,0,0.0,0,0,8.0,0.858143939
Quarter4,sweing,Monday,10,0.75,22.52,1250.0,,55,0.0,0,0,56.0,0.800020563
,sweing,Sunday,3,0.8,19.87,1043.0,6420.0,0,0.0,0,0,55.0,0.690182815
,finishing ,Monday,11,0.7,4.15,,,0,0.0,0,0,8.0,0.409545455
Quarter3,sweing,Sunday,12,,26.87,585.0,5670.0,56,0.0,0,0,31.5,0.662255892
,sweing,,3,0.7,30.1,1057.0,0.0,40,0.0,0,1,58.0,0.700603448
Quarter2,sweing,Sunday,8,0.6,30.48,,6720.0,0,0.0,0,1,56.0,0.600528571
Quarter5,finishing ,Saturday,9,0.75,3.94,,240.0,0,0.0,0,0,2.0,0.971866667
Quarter2,finishing,Saturday,4,,4.15,,2400.0,0,0.0,0,0,20.0,0.902916667
Quarter3,sweing,,4,0.8,30.1,,7020.0,63,0.0,0,1,58.5,0.800094017
Quarter3,sweing,Saturday,6,0.8,11.41,,,63,0.0,0,0,30.5,0.800343766
,finishing,Tuesday,2,0.8,5.13,,1800.0,0,0.0,0,0,15.0,0.5814
,finishing,Tuesday,9,0.75,2.9,,1800.0,0,0.0,0,0,15.0,0.821666667
Quarter4,sweing,Sunday,12,,15.26,1296.0,6120.0,40,0.0,0,0,34.0,0.70043672
Quarter1,sweing,Tuesday,7,0.7,24.26,,6720.0,0,0.0,0,0,56.0,0.541517857
,finishing ,Thursday,2,0.8,3.94,,,0,0.0,0,0,10.0,0.773333333
Quarter3,sweing,Monday,11,,14.89,1484.0,10260.0,50,0.0,0,0,57.0,0.700170388
,sweing,Thursday,8,,24.26,1167.0,6840.0,0,0.0,0,0,57.0,0.496549708
,sweing,Thursday,5,0.75,30.1,610.0,7080.0,56,0.0,0,0,59.0,0.750799435
Quarter2,sweing,Thursday,3,0.8,19.87,,9900.0,50,0.0,0,0,55.0,0.800273829
Quarter3,sweing,,4,0.7,22.52,825.0,,50,0.0,0,0,56.5,0.7005417
Quarter1,sweing,,8,0.8,25.9,,,45,0.0,0,0,56.5,0.850345133
,sweing,Sunday,6,,18.79,814.0,,0,0.0,0,0,34.0,0.681598039
,finishing,Tuesday,1,0.8,3.94,,,0,0.0,0,0,12.0,0.853666667
Quarter1,finishing ,Tuesday,8,0.8,2.9,,1440.0,0,0.0,0,0,8.0,0.681060606
Quarter2,sweing,Thursday,11,,12.52,287.0,25920.0,38,0.0,0,0,54.0,0.349951389
,sweing,,10,,22.4,715.0,10170.0,23,0.0,0,0,56.5,0.35020649
,sweing,Thursday,2,0.5,22.94,1044.0,9810.0,23,0.0,0,0,54.5,0.499998888
Quarter1,sweing,,12,0.8,15.26,1021.0,4080.0,63,0.0,0,0,34.0,0.800401961
Quarter4,finishing,,12,0.8,5.13,,1080.0,0,0.0,0,0,9.0,0.9025
,sweing,Wednesday,3,0.8,22.52,11.0,6840.0,0,0.0,0,1,57.0,0.536901754
,finishing ,Monday,10,0.8,3.94,,1440.0,0,0.0,0,0,8.0,0.24625
Quarter3,sweing,Wednesday,8,0.65,29.4,,4560.0,0,4.5,30,2,57.0,0.251399254
Quarter4,sweing,Wednesday,12,,15.26,,,45,0.0,0,0,35.0,0.750283333
,sweing,Tuesday,8,,15.09,976.0,240.0,23,0.0,0,0,52.0,0.650307143
Quarter1,finishing ,,9,,3.94,,1440.0,0,0.0,0,0,8.0,0.880530303
Quarter1,finishing ,,4,0.8,3.94,,6600.0,0,0.0,0,0,20.0,0.861679012
,finishing ,Wednesday,3,0.75,4.15,,2700.0,0,0.0,0,0,15.0,0.83
,sweing,Saturday,3,0.8,22.52,1060.0,6840.0,100,0.0,0,0,57.0,0.950185965
Quarter1,finishing,Sunday,2,,3.9,,960.0,0,0.0,0,0,8.0,0.585
,sweing,Sunday,10,0.7,22.52,1002.0,,40,0.0,0,0,56.0,0.700094156
Quarter1,sweing,Thursday,7,0.8,30.1,,,0,4.0,40,0,59.0,0.366053523
Quarter2,sweing,,10,0.8,28.08,,,38,0.0,0,0,58.5,0.8
Quarter5,sweing,Saturday,10,,22.52,1116.0,6720.0,93,0.0,0,0,56.0,0.920236905
,finishing ,Thursday,7,0.8,2.9,,1440.0,0,0.0,0,0,8.0,0.689299242
,sweing,Saturday,12,0.8,15.26,1194.0,,62,0.0,0,0,34.0,0.800260821
Quarter2,sweing,,1,,26.82,1574.0,,75,0.0,0,0,59.0,0.900061017
Quarter2,finishing,Tuesday,12,0.8,4.6,,,0,0.0,0,0,9.0,0.92
,sweing,Tuesday,9,0.8,26.16,,10620.0,63,0.0,0,0,59.0,0.800117103
,finishing ,,2,,3.94,,5100.0,0,0.0,0,0,17.0,0.912202112
,sweing,Tuesday,9,,18.79,1096.0,6240.0,34,0.0,0,0,52.0,0.750395513
,sweing,Monday,9,,18.79,1193.0,6240.0,45,0.0,0,0,52.0,0.750395513
Quarter2,finishing,Thursday,9,,3.94,,960.0,0,0.0,0,0,8.0,0.656666667
Quarter1,finishing ,Saturday,1,0.8,3.94,,960.0,0,0.0,0,0,8.0,0.902916667
Quarter1,sweing,Thursday,9,0.8,29.12,,6960.0,50,0.0,0,0,58.0,0.799963218
,sweing,Saturday,2,0.6,22.94,,6570.0,23,0.0,0,0,56.5,0.77011398
,sweing,Monday,3,,19.87,941.0,,0,0.0,0,0,55.0,0.800273829
Quarter4,finishing ,Sunday,1,0.7,3.94,,,0,0.0,0,0,8.0,0.970075758
Quarter2,sweing,Sunday,4,,26.82,,,65,0.0,0,0,57.0,0.850084211
,finishing,Wednesday,7,0.7,5.13,,,0,0.0,0,0,8.0,0.671875
,finishing ,Thursday,8,0.75,2.9,,,0,0.0,0,0,8.0,0.676666667
,sweing,,9,,26.16,1381.0,,50,0.0,0,0,59.0,0.800015009
,finishing ,,7,0.8,2.9,,,0,0.0,0,0,8.0,0.681060606
Quarter4,finishing,,10,,2.9,,3360.0,0,0.0,0,0,8.0,0.410833333
Quarter1,finishing ,Saturday,4,0.8,4.15,,6600.0,0,0.0,0,0,20.0,0.988024691
Quarter3,sweing,,7,0.75,30.1,444.0,0.0,0,5.0,20,1,59.0,0.611140537
Quarter1,sweing,,7,,24.26,1608.0,,0,0.0,0,0,58.0,0.522844828
,sweing,Monday,12,,15.26,1111.0,6120.0,23,0.0,0,0,34.0,0.35021836
,sweing,Tuesday,6,0.8,11.41,1047.0,,63,0.0,0,0,31.0,0.800261486
,sweing,Tuesday,9,0.75,29.12,,6960.0,34,0.0,0,0,58.0,0.750593103
Quarter4,sweing,,11,0.75,42.97,,10260.0,40,0.0,0,0,57.0,0.59114168
Quarter1,finishing,,9,0.75,2.9,,,0,0.0,0,0,8.0,0.447083333
Quarter1,sweing,Monday,5,,30.1,,,0,0.0,0,0,58.0,0.500801724
,sweing,,5,,20.79,391.0,,0,0.0,0,0,58.0,0.700060345
Quarter1,sweing,Saturday,4,,30.1,,6780.0,30,0.0,0,1,57.0,0.600224189
Quarter1,finishing ,Monday,11,0.8,3.94,,2400.0,0,0.0,0,0,10.0,0.939513889
Quarter2,sweing,Tuesday,6,,23.41,1180.0,4560.0,30,0.0,0,1,38.0,0.700246491
Quarter2,sweing,Thursday,6,,18.79,,3960.0,0,0.0,0,0,33.0,0.688017677
Quarter4,finishing ,,1,,3.94,,15000.0,0,0.0,0,0,25.0,0.649662222
Quarter1,finishing,Monday,4,0.65,3.94,,960.0,0,0.0,0,0,8.0,0.806879167
Quarter4,sweing,,10,0.75,22.52,,10080.0,55,0.0,0,0,56.0,0.800020563
Quarter2,sweing,,1,0.8,26.16,1335.0,10620.0,63,0.0,0,0,59.0,0.800117103
Quarter1,sweing,,8,,26.16,,7080.0,98,0.0,0,0,59.0,0.940725424
,sweing,Tuesday,11,0.8,11.41,338.0,3420.0,50,0.0,0,0,58.0,0.800034503
Quarter2,sweing,Monday,12,0.8,11.61,,,50,0.0,0,0,31.5,0.80007657
,sweing,Sunday,12,0.8,15.26,1106.0,4080.0,63,0.0,0,0,34.0,0.800401961
Quarter2,finishing,Wednesday,1,0.75,3.94,,1920.0,0,0.0,0,0,8.0,0.812625
,sweing,Tuesday,11,,10.05,13.0,3240.0,34,0.0,0,0,54.0,0.750648148
Quarter3,sweing,,4,0.75,30.1,849.0,7020.0,45,0.0,0,1,58.0,0.750356125
Quarter1,finishing,,3,,4.6,,1800.0,0,0.0,0,0,15.0,0.810111111
,finishing ,,3,0.75,4.15,,1440.0,0,0.0,0,0,8.0,0.93532197
Quarter5,sweing,,9,,29.12,1170.0,6960.0,53,0.0,0,0,58.0,0.850170115
Quarter2,finishing,Tuesday,11,0.8,2.9,,,0,0.0,0,0,8.0,0.758229167
,sweing,Wednesday,12,,15.26,,,63,0.0,0,0,34.0,0.800401961
Quarter4,sweing,Wednesday,7,,30.1,786.0,7080.0,50,0.0,0,2,59.0,0.800115819
Quarter1,sweing,,9,,29.12,829.0,,50,0.0,0,0,58.0,0.799963218
,sweing,Monday,4,,22.52,930.0,10260.0,63,0.0,0,0,57.0,0.750068049
,sweing,Saturday,12,,15.26,1209.0,,45,0.0,0,0,35.0,0.750646667
,sweing,Thursday,4,0.7,30.1,419.0,7080.0,0,0.0,0,1,59.0,0.637711864
Quarter3,sweing,Sunday,6,0.8,11.41,1140.0,5490.0,63,0.0,0,0,30.5,0.800343766
Quarter2,sweing,Saturday,11,,12.52,749.0,9540.0,38,0.0,0,0,53.0,0.673245283
Quarter4,finishing ,Thursday,7,,3.94,,6000.0,0,0.0,0,0,10.0,0.957638889
Quarter4,sweing,Saturday,3,0.75,29.4,1144.0,4440.0,45,0.0,0,2,57.0,0.750716981
Quarter1,finishing,,9,0.8,3.94,,,0,0.0,0,0,8.0,0.771583333
,sweing,Monday,7,0.8,30.1,616.0,,0,0.0,0,0,59.0,0.800115819
Quarter2,sweing,Tuesday,1,0.8,26.16,1073.0,,75,0.0,0,0,59.0,0.850502311
Quarter1,finishing ,Sunday,10,0.8,3.94,,1200.0,0,0.0,0,0,10.0,0.8865
Quarter2,finishing,,9,0.75,2.9,,,0,0.0,0,0,9.0,0.929074074
Quarter2,sweing,Monday,11,,12.52,,,44,0.0,0,0,53.0,0.64998056
,sweing,Monday,6,0.65,23.41,1262.0,,35,0.0,0,1,38.0,0.650962281
Quarter1,sweing,Saturday,11,,10.05,677.0,3240.0,45,0.0,0,0,27.0,0.750027778
,sweing,Saturday,3,0.8,28.08,913.0,,50,0.0,0,0,54.5,0.800322936
Quarter4,sweing,Thursday,1,0.35,26.66,1164.0,6600.0,23,0.0,0,2,55.0,0.378895152
,sweing,Thursday,4,0.65,23.69,861.0,7200.0,0,0.0,0,0,60.0,0.52118
Quarter1,sweing,Monday,8,,29.4,,6840.0,45,0.0,0,0,57.0,0.750473684
,sweing,Sunday,4,0.8,50.48,562.0,10440.0,0,0.0,0,0,58.0,0.473134796
Quarter3,sweing,,12,,11.61,1039.0,5670.0,63,0.0,0,0,31.5,0.800246753
Quarter2,finishing ,,4,,3.94,,12600.0,0,0.0,0,0,20.0,0.919905405
Quarter2,sweing,Tuesday,3,,30.1,756.0,6960.0,63,0.0,0,1,58.0,0.800071839
,sweing,Monday,1,0.7,22.94,1745.0,,60,0.0,0,0,58.0,0.800023511
,sweing,Sunday,6,0.75,18.79,1055.0,3960.0,45,0.0,0,0,33.0,0.75065101
,finishing ,Wednesday,5,,4.15,,,0,0.0,0,0,8.0,0.330113636
,finishing ,,4,,4.3,,1440.0,0,0.0,0,0,12.0,0.722638889
,sweing,Wednesday,5,0.7,20.79,965.0,,0,0.0,0,0,58.0,0.700095563
Quarter2,finishing,,2,,3.9,,1200.0,0,0.0,0,0,10.0,0.884
Quarter3,sweing,Wednesday,12,0.6,15.26,1245.0,6360.0,23,0.0,0,0,34.0,0.60017284
Quarter2,finishing,,8,0.35,4.15,,1440.0,0,0.0,0,0,12.0,0.994375
Quarter4,sweing,,2,0.75,22.94,,,55,0.0,0,0,57.0,0.800034024
,sweing,Tuesday,4,0.7,22.52,,10260.0,63,0.0,0,0,57.0,0.750068049
Quarter1,finishing,,7,0.7,3.94,,,0,0.0,0,0,10.0,0.715766667
,sweing,,8,,25.9,,10170.0,50,0.0,0,0,56.5,0.800128721
Quarter5,finishing ,,5,0.7,3.94,,,0,0.0,0,0,2.0,0.971866667
Quarter3,finishing,Wednesday,6,0.8,2.9,,1440.0,0,0.0,0,0,12.0,0.936861111
Quarter4,finishing,Sunday,7,,5.13,,,0,0.0,0,0,8.0,0.283958333
Quarter1,finishing ,,7,,3.94,,960.0,0,0.0,0,0,8.0,0.676666667
Quarter4,sweing,Saturday,2,0.7,30.33,,,0,0.0,0,1,58.0,0.700211111
Quarter1,finishing,Thursday,9,0.75,2.9,,960.0,0,0.0,0,0,8.0,0.453125
,sweing,Monday,4,0.8,28.08,759.0,,50,0.0,0,0,57.5,0.800076522
Quarter3,finishing,Thursday,10,0.8,3.94,,,0,0.0,0,0,10.0,0.733277778
Quarter3,finishing,Monday,7,,4.15,,1800.0,0,0.0,0,0,15.0,0.258
,sweing,Sunday,4,0.75,22.52,867.0,10260.0,94,0.0,0,0,57.0,0.900321106
,sweing,Sunday,5,0.6,20.79,,7980.0,0,0.0,0,0,57.0,0.452979626
Quarter1,sweing,,10,0.8,22.52,1039.0,,113,0.0,0,0,56.0,0.999995238
Quarter1,finishing ,Sunday,9,0.8,3.94,,960.0,0,0.0,0,0,8.0,0.931645833
Quarter5,sweing,Saturday,1,0.75,22.94,1502.0,6960.0,81,0.0,0,0,58.0,0.850362069
Quarter1,sweing,,9,,18.79,1226.0,3480.0,45,0.0,0,0,51.0,0.749987124
Quarter3,finishing ,Saturday,6,0.8,2.9,,900.0,0,0.0,0,0,5.0,0.465757576
,sweing,Wednesday,11,0.7,14.89,,,50,0.0,0,0,57.0,0.700170388
Quarter4,sweing,,4,0.8,22.52,,10170.0,60,0.0,0,0,56.5,0.850312684
,sweing,Monday,3,0.7,29.4,1228.0,6960.0,30,0.0,0,2,58.0,0.700362069
Quarter3,sweing,,10,,18.22,741.0,0.0,0,8.0,35,1,49.0,0.302117347
Quarter1,sweing,Monday,1,0.8,26.16,1138.0,7080.0,63,0.0,0,0,59.0,0.800318644
,finishing ,,11,0.6,2.9,,960.0,0,0.0,0,0,8.0,0.864583333
Quarter5,finishing ,Saturday,12,0.75,4.08,,1080.0,0,0.0,0,0,9.0,0.971866667
